Time index,Year,Month,Day,Hour,Minute,Day of year,Minute of day,Time resolution_min,Load power_MW,Wind power_MW,PV power_MW,Hydropower output_MW,Pumped-storage generation_MW,Pumped-storage pumping_MW,Stored energy_MWh,Net load_MW,Curtailment_MW,Total supply_MW,Power deficit_MW,Power surplus_MW,Total supply with slack_MW,Power-balance error_MW,Power-deficit flag,TOU season code,General TOU period code,General TOU relative-price index,General TOU tariff_CNY_per_MWh,Yalong River proxy TOU period code,Yalong River proxy relative-price index,Yalong River proxy tariff_CNY_per_MWh,Tariff-policy applicability code
2241,2025,4,4,8,0,94,480,60,9382.96000000,452.95000000,839.37000000,8090.65000000,0.00000000,0.00000000,1232.91000000,8090.65000000,0.00000000,9382.96000000,0.00000000,0.00000000,9382.96000000,0.00000000,1,2,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
2242,2025,4,4,9,0,94,540,60,9466.51000000,451.67000000,1240.56000000,7774.28000000,0.00000000,0.00000000,1232.91000000,7774.28000000,0.00000000,9466.51000000,0.00000000,0.00000000,9466.51000000,0.00000000,1,2,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
2243,2025,4,4,10,0,94,600,60,9448.11000000,445.59000000,1590.80000000,7411.72000000,0.00000000,0.00000000,1232.91000000,7411.72000000,0.00000000,9448.11000000,0.00000000,0.00000000,9448.11000000,0.00000000,1,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
2244,2025,4,4,11,0,94,660,60,9355.95000000,434.67000000,1920.74000000,7740.72000000,0.00000000,740.19000000,1884.28000000,7000.54000000,0.00000000,9355.95000000,0.00000000,0.00000000,9355.95000000,0.00000000,1,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
2245,2025,4,4,12,0,94,720,60,9243.77000000,419.18000000,2097.79000000,7511.25000000,0.00000000,784.45000000,2574.59000000,6726.80000000,0.00000000,9243.77000000,0.00000000,0.00000000,9243.77000000,0.00000000,1,2,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
2246,2025,4,4,13,0,94,780,60,9156.33000000,399.75000000,1971.75000000,7537.77000000,0.00000000,752.94000000,3237.18000000,6784.83000000,0.00000000,9156.33000000,0.00000000,0.00000000,9156.33000000,0.00000000,1,2,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
2247,2025,4,4,14,0,94,840,60,9115.03000000,377.24000000,1618.08000000,7784.23000000,0.00000000,664.52000000,3821.96000000,7119.71000000,0.00000000,9115.03000000,0.00000000,0.00000000,9115.03000000,0.00000000,1,2,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
2248,2025,4,4,15,0,94,900,60,9131.07000000,352.80000000,1219.65000000,8123.53000000,0.00000000,564.91000000,4319.08000000,7558.62000000,0.00000000,9131.07000000,0.00000000,0.00000000,9131.07000000,0.00000000,1,2,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
2249,2025,4,4,16,0,94,960,60,9222.98000000,327.71000000,817.65000000,8077.63000000,0.00000000,0.00000000,4319.08000000,8077.63000000,0.00000000,9222.98000000,0.00000000,0.00000000,9222.98000000,0.00000000,1,2,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
2250,2025,4,4,17,0,94,1020,60,9409.03000000,303.31000000,386.45000000,8719.26000000,0.00000000,0.00000000,4319.08000000,8719.26000000,0.00000000,9409.03000000,0.00000000,0.00000000,9409.03000000,0.00000000,1,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
2251,2025,4,4,18,0,94,1080,60,9667.96000000,280.98000000,39.93000000,9347.05000000,0.00000000,0.00000000,4319.08000000,9347.05000000,0.00000000,9667.96000000,0.00000000,0.00000000,9667.96000000,0.00000000,1,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
2252,2025,4,4,19,0,94,1140,60,9908.80000000,261.95000000,0.00000000,8446.85000000,1200.00000000,0.00000000,2955.44000000,9646.85000000,0.00000000,9908.80000000,0.00000000,0.00000000,9908.80000000,0.00000000,1,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
2253,2025,4,4,20,0,94,1200,60,10008.68000000,247.30000000,0.00000000,8561.38000000,1200.00000000,0.00000000,1591.81000000,9761.38000000,0.00000000,10008.68000000,0.00000000,0.00000000,10008.68000000,0.00000000,1,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
2254,2025,4,4,21,0,94,1260,60,9908.77000000,237.86000000,0.00000000,8470.91000000,1200.00000000,0.00000000,228.17000000,9670.91000000,0.00000000,9908.77000000,0.00000000,0.00000000,9908.77000000,0.00000000,1,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
2255,2025,4,4,22,0,94,1320,60,9667.79000000,234.14000000,0.00000000,9433.65000000,0.00000000,0.00000000,228.17000000,9433.65000000,0.00000000,9667.79000000,0.00000000,0.00000000,9667.79000000,0.00000000,1,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
2256,2025,4,4,23,0,94,1380,60,9408.16000000,236.34000000,0.00000000,9171.81000000,0.00000000,0.00000000,228.17000000,9171.81000000,0.00000000,9408.16000000,0.00000000,0.00000000,9408.16000000,0.00000000,1,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
2257,2025,4,5,0,0,95,0,60,8422.74000000,300.89000000,0.00000000,8121.85000000,0.00000000,0.00000000,228.17000000,8121.85000000,0.00000000,8422.74000000,0.00000000,0.00000000,8422.74000000,0.00000000,1,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
2258,2025,4,5,1,0,95,60,60,8339.84000000,305.87000000,0.00000000,8033.96000000,0.00000000,0.00000000,228.17000000,8033.96000000,0.00000000,8339.84000000,0.00000000,0.00000000,8339.84000000,0.00000000,1,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
2259,2025,4,5,2,0,95,120,60,8278.48000000,313.71000000,0.00000000,7964.77000000,0.00000000,0.00000000,228.17000000,7964.77000000,0.00000000,8278.48000000,0.00000000,0.00000000,8278.48000000,0.00000000,1,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
2260,2025,4,5,3,0,95,180,60,8263.87000000,323.49000000,0.00000000,7940.38000000,0.00000000,0.00000000,228.17000000,7940.38000000,0.00000000,8263.87000000,0.00000000,0.00000000,8263.87000000,0.00000000,1,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
2261,2025,4,5,4,0,95,240,60,8313.89000000,334.12000000,0.00000000,7979.77000000,0.00000000,0.00000000,228.17000000,7979.77000000,0.00000000,8313.89000000,0.00000000,0.00000000,8313.89000000,0.00000000,1,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
2262,2025,4,5,5,0,95,300,60,8433.30000000,344.47000000,0.00000000,8088.83000000,0.00000000,0.00000000,228.17000000,8088.83000000,0.00000000,8433.30000000,0.00000000,0.00000000,8433.30000000,0.00000000,1,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
2263,2025,4,5,6,0,95,360,60,8609.43000000,353.36000000,43.44000000,8212.63000000,0.00000000,0.00000000,228.17000000,8212.63000000,0.00000000,8609.43000000,0.00000000,0.00000000,8609.43000000,0.00000000,1,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
2264,2025,4,5,7,0,95,420,60,8807.82000000,359.74000000,376.75000000,8071.33000000,0.00000000,0.00000000,228.17000000,8071.33000000,0.00000000,8807.82000000,0.00000000,0.00000000,8807.82000000,0.00000000,1,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
2265,2025,4,5,8,0,95,480,60,8974.78000000,362.71000000,779.62000000,7832.45000000,0.00000000,0.00000000,228.17000000,7832.45000000,0.00000000,8974.78000000,0.00000000,0.00000000,8974.78000000,0.00000000,1,2,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
2266,2025,4,5,9,0,95,540,60,9058.33000000,361.62000000,1189.60000000,7507.12000000,0.00000000,0.00000000,228.17000000,7507.12000000,0.00000000,9058.33000000,0.00000000,0.00000000,9058.33000000,0.00000000,1,2,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
2267,2025,4,5,10,0,95,600,60,9039.93000000,356.07000000,1620.65000000,7063.20000000,0.00000000,0.00000000,228.17000000,7063.20000000,0.00000000,9039.93000000,0.00000000,0.00000000,9039.93000000,0.00000000,1,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
2268,2025,4,5,11,0,95,660,60,8947.77000000,346.03000000,1954.01000000,7396.23000000,0.00000000,748.50000000,886.85000000,6647.73000000,0.00000000,8947.77000000,0.00000000,0.00000000,8947.77000000,0.00000000,1,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
2269,2025,4,5,12,0,95,720,60,8835.59000000,331.76000000,2012.46000000,7254.48000000,0.00000000,763.12000000,1558.39000000,6491.37000000,0.00000000,8835.59000000,0.00000000,0.00000000,8835.59000000,0.00000000,1,2,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
2270,2025,4,5,13,0,95,780,60,8748.15000000,313.86000000,1819.76000000,7329.47000000,0.00000000,714.94000000,2187.54000000,6614.53000000,0.00000000,8748.15000000,0.00000000,0.00000000,8748.15000000,0.00000000,1,2,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
2271,2025,4,5,14,0,95,840,60,8706.85000000,293.19000000,1548.79000000,7512.07000000,0.00000000,647.20000000,2757.07000000,6864.88000000,0.00000000,8706.85000000,0.00000000,0.00000000,8706.85000000,0.00000000,1,2,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
2272,2025,4,5,15,0,95,900,60,8722.89000000,270.85000000,1244.79000000,7778.44000000,0.00000000,571.20000000,3259.73000000,7207.24000000,0.00000000,8722.89000000,0.00000000,0.00000000,8722.89000000,0.00000000,1,2,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
2273,2025,4,5,16,0,95,960,60,8814.80000000,248.10000000,837.13000000,7729.58000000,0.00000000,0.00000000,3259.73000000,7729.58000000,0.00000000,8814.80000000,0.00000000,0.00000000,8814.80000000,0.00000000,1,2,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
2274,2025,4,5,17,0,95,1020,60,9000.84000000,226.25000000,376.75000000,8397.84000000,0.00000000,0.00000000,3259.73000000,8397.84000000,0.00000000,9000.84000000,0.00000000,0.00000000,9000.84000000,0.00000000,1,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
2275,2025,4,5,18,0,95,1080,60,9259.78000000,206.64000000,40.46000000,9012.68000000,0.00000000,0.00000000,3259.73000000,9012.68000000,0.00000000,9259.78000000,0.00000000,0.00000000,9259.78000000,0.00000000,1,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
2276,2025,4,5,19,0,95,1140,60,9500.61000000,190.47000000,0.00000000,8110.14000000,1200.00000000,0.00000000,1896.09000000,9310.14000000,0.00000000,9500.61000000,0.00000000,0.00000000,9500.61000000,0.00000000,1,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
2277,2025,4,5,20,0,95,1200,60,9600.49000000,178.77000000,0.00000000,8221.72000000,1200.00000000,0.00000000,532.46000000,9421.72000000,0.00000000,9600.49000000,0.00000000,0.00000000,9600.49000000,0.00000000,1,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
2278,2025,4,5,21,0,95,1260,60,9500.59000000,172.34000000,0.00000000,9328.25000000,0.00000000,0.00000000,532.46000000,9328.25000000,0.00000000,9500.59000000,0.00000000,0.00000000,9500.59000000,0.00000000,1,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
2279,2025,4,5,22,0,95,1320,60,9259.61000000,171.64000000,0.00000000,9087.97000000,0.00000000,0.00000000,532.46000000,9087.97000000,0.00000000,9259.61000000,0.00000000,0.00000000,9259.61000000,0.00000000,1,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
2280,2025,4,5,23,0,95,1380,60,8999.98000000,176.83000000,0.00000000,8823.15000000,0.00000000,0.00000000,532.46000000,8823.15000000,0.00000000,8999.98000000,0.00000000,0.00000000,8999.98000000,0.00000000,1,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
2281,2025,4,6,0,0,96,0,60,8414.73000000,263.67000000,0.00000000,8151.06000000,0.00000000,0.00000000,532.46000000,8151.06000000,0.00000000,8414.73000000,0.00000000,0.00000000,8414.73000000,0.00000000,1,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
2282,2025,4,6,1,0,96,60,60,8331.83000000,267.12000000,0.00000000,8064.71000000,0.00000000,0.00000000,532.46000000,8064.71000000,0.00000000,8331.83000000,0.00000000,0.00000000,8331.83000000,0.00000000,1,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
2283,2025,4,6,2,0,96,120,60,8270.47000000,273.74000000,0.00000000,7996.73000000,0.00000000,0.00000000,532.46000000,7996.73000000,0.00000000,8270.47000000,0.00000000,0.00000000,8270.47000000,0.00000000,1,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
2284,2025,4,6,3,0,96,180,60,8255.86000000,282.63000000,0.00000000,7973.22000000,0.00000000,0.00000000,532.46000000,7973.22000000,0.00000000,8255.86000000,0.00000000,0.00000000,8255.86000000,0.00000000,1,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
2285,2025,4,6,4,0,96,240,60,8305.88000000,292.74000000,0.00000000,8013.14000000,0.00000000,0.00000000,532.46000000,8013.14000000,0.00000000,8305.88000000,0.00000000,0.00000000,8305.88000000,0.00000000,1,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
2286,2025,4,6,5,0,96,300,60,8425.28000000,302.90000000,0.00000000,8122.38000000,0.00000000,0.00000000,532.46000000,8122.38000000,0.00000000,8425.28000000,0.00000000,0.00000000,8425.28000000,0.00000000,1,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
2287,2025,4,6,6,0,96,360,60,8601.42000000,311.98000000,45.70000000,8243.75000000,0.00000000,0.00000000,532.46000000,8243.75000000,0.00000000,8601.42000000,0.00000000,0.00000000,8601.42000000,0.00000000,1,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
2288,2025,4,6,7,0,96,420,60,8799.81000000,318.89000000,354.63000000,8126.29000000,0.00000000,0.00000000,532.46000000,8126.29000000,0.00000000,8799.81000000,0.00000000,0.00000000,8799.81000000,0.00000000,1,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
2289,2025,4,6,8,0,96,480,60,8966.77000000,322.74000000,754.35000000,7889.67000000,0.00000000,0.00000000,532.46000000,7889.67000000,0.00000000,8966.77000000,0.00000000,0.00000000,8966.77000000,0.00000000,1,2,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
2290,2025,4,6,9,0,96,540,60,9050.32000000,322.86000000,1222.87000000,7504.59000000,0.00000000,0.00000000,532.46000000,7504.59000000,0.00000000,9050.32000000,0.00000000,0.00000000,9050.32000000,0.00000000,1,2,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
2291,2025,4,6,10,0,96,600,60,9031.92000000,318.85000000,1661.57000000,7051.49000000,0.00000000,0.00000000,532.46000000,7051.49000000,0.00000000,9031.92000000,0.00000000,0.00000000,9031.92000000,0.00000000,1,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
2292,2025,4,6,11,0,96,660,60,8939.75000000,310.64000000,1884.74000000,7475.56000000,0.00000000,731.18000000,1175.90000000,6744.37000000,0.00000000,8939.75000000,0.00000000,0.00000000,8939.75000000,0.00000000,1,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
2293,2025,4,6,12,0,96,720,60,8827.58000000,298.47000000,1864.69000000,7390.58000000,0.00000000,726.17000000,1814.93000000,6664.41000000,0.00000000,8827.58000000,0.00000000,0.00000000,8827.58000000,0.00000000,1,2,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
2294,2025,4,6,13,0,96,780,60,8740.13000000,282.91000000,1749.79000000,7404.88000000,0.00000000,697.45000000,2428.68000000,6707.43000000,0.00000000,8740.13000000,0.00000000,0.00000000,8740.13000000,0.00000000,1,2,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
2295,2025,4,6,14,0,96,840,60,8698.84000000,264.80000000,1589.27000000,7502.09000000,0.00000000,657.32000000,3007.12000000,6844.77000000,0.00000000,8698.84000000,0.00000000,0.00000000,8698.84000000,0.00000000,1,2,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
2296,2025,4,6,15,0,96,900,60,8714.87000000,245.18000000,1278.51000000,7770.81000000,0.00000000,579.63000000,3517.19000000,7191.19000000,0.00000000,8714.87000000,0.00000000,0.00000000,8714.87000000,0.00000000,1,2,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
2297,2025,4,6,16,0,96,960,60,8806.79000000,225.29000000,812.53000000,7768.97000000,0.00000000,0.00000000,3517.19000000,7768.97000000,0.00000000,8806.79000000,0.00000000,0.00000000,8806.79000000,0.00000000,1,2,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
2298,2025,4,6,17,0,96,1020,60,8992.83000000,206.40000000,354.63000000,8431.80000000,0.00000000,0.00000000,3517.19000000,8431.80000000,0.00000000,8992.83000000,0.00000000,0.00000000,8992.83000000,0.00000000,1,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
2299,2025,4,6,18,0,96,1080,60,9251.76000000,189.79000000,42.43000000,9019.54000000,0.00000000,0.00000000,3517.19000000,9019.54000000,0.00000000,9251.76000000,0.00000000,0.00000000,9251.76000000,0.00000000,1,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
2300,2025,4,6,19,0,96,1140,60,9492.60000000,176.64000000,0.00000000,8115.96000000,1200.00000000,0.00000000,2153.56000000,9315.96000000,0.00000000,9492.60000000,0.00000000,0.00000000,9492.60000000,0.00000000,1,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
2301,2025,4,6,20,0,96,1200,60,9592.48000000,167.93000000,0.00000000,8224.55000000,1200.00000000,0.00000000,789.92000000,9424.55000000,0.00000000,9592.48000000,0.00000000,0.00000000,9592.48000000,0.00000000,1,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
2302,2025,4,6,21,0,96,1260,60,9492.58000000,164.40000000,0.00000000,9328.17000000,0.00000000,0.00000000,789.92000000,9328.17000000,0.00000000,9492.58000000,0.00000000,0.00000000,9492.58000000,0.00000000,1,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
2303,2025,4,6,22,0,96,1320,60,9251.60000000,166.50000000,0.00000000,9085.09000000,0.00000000,0.00000000,789.92000000,9085.09000000,0.00000000,9251.60000000,0.00000000,0.00000000,9251.60000000,0.00000000,1,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
2304,2025,4,6,23,0,96,1380,60,8991.96000000,174.33000000,0.00000000,8817.63000000,0.00000000,0.00000000,789.92000000,8817.63000000,0.00000000,8991.96000000,0.00000000,0.00000000,8991.96000000,0.00000000,1,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
2305,2025,4,7,0,0,97,0,60,8806.89000000,278.09000000,0.00000000,8528.80000000,0.00000000,0.00000000,789.92000000,8528.80000000,0.00000000,8806.89000000,0.00000000,0.00000000,8806.89000000,0.00000000,1,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
2306,2025,4,7,1,0,97,60,60,8723.98000000,281.00000000,0.00000000,8442.98000000,0.00000000,0.00000000,789.92000000,8442.98000000,0.00000000,8723.98000000,0.00000000,0.00000000,8723.98000000,0.00000000,1,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
2307,2025,4,7,2,0,97,120,60,8662.63000000,287.44000000,0.00000000,8375.19000000,0.00000000,0.00000000,789.92000000,8375.19000000,0.00000000,8662.63000000,0.00000000,0.00000000,8662.63000000,0.00000000,1,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
2308,2025,4,7,3,0,97,180,60,8648.01000000,296.52000000,0.00000000,8351.50000000,0.00000000,0.00000000,789.92000000,8351.50000000,0.00000000,8648.01000000,0.00000000,0.00000000,8648.01000000,0.00000000,1,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
2309,2025,4,7,4,0,97,240,60,8698.04000000,307.15000000,0.00000000,8390.88000000,0.00000000,0.00000000,789.92000000,8390.88000000,0.00000000,8698.04000000,0.00000000,0.00000000,8698.04000000,0.00000000,1,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
2310,2025,4,7,5,0,97,300,60,8817.44000000,318.20000000,0.00000000,8499.24000000,0.00000000,0.00000000,789.92000000,8499.24000000,0.00000000,8817.44000000,0.00000000,0.00000000,8817.44000000,0.00000000,1,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
2311,2025,4,7,6,0,97,360,60,8993.58000000,328.49000000,46.33000000,8618.76000000,0.00000000,0.00000000,789.92000000,8618.76000000,0.00000000,8993.58000000,0.00000000,0.00000000,8993.58000000,0.00000000,1,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
2312,2025,4,7,7,0,97,420,60,9191.97000000,336.94000000,349.61000000,8505.42000000,0.00000000,0.00000000,789.92000000,8505.42000000,0.00000000,9191.97000000,0.00000000,0.00000000,9191.97000000,0.00000000,1,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
2313,2025,4,7,8,0,97,480,60,9358.92000000,342.62000000,786.81000000,8229.49000000,0.00000000,0.00000000,789.92000000,8229.49000000,0.00000000,9358.92000000,0.00000000,0.00000000,9358.92000000,0.00000000,1,2,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
2314,2025,4,7,9,0,97,540,60,9442.48000000,344.84000000,1269.23000000,7828.41000000,0.00000000,0.00000000,789.92000000,7828.41000000,0.00000000,9442.48000000,0.00000000,0.00000000,9442.48000000,0.00000000,1,2,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
2315,2025,4,7,10,0,97,600,60,9424.07000000,343.18000000,1618.83000000,7462.07000000,0.00000000,0.00000000,789.92000000,7462.07000000,0.00000000,9424.07000000,0.00000000,0.00000000,9424.07000000,0.00000000,1,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
2316,2025,4,7,11,0,97,660,60,9331.91000000,337.52000000,1762.05000000,7932.86000000,0.00000000,700.51000000,1406.37000000,7232.35000000,0.00000000,9331.91000000,0.00000000,0.00000000,9331.91000000,0.00000000,1,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
2317,2025,4,7,12,0,97,720,60,9219.74000000,328.08000000,1810.18000000,7794.02000000,0.00000000,712.55000000,2033.41000000,7081.48000000,0.00000000,9219.74000000,0.00000000,0.00000000,9219.74000000,0.00000000,1,2,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
